Subwatershed,Site Name,Prefix,Horizon,Suffix,Top (cm),Bottom (cm),Horizon Depth (cm),Color,Hue,Value,Chroma,Total Depth,Bottom Interface,Notes,
42,R5C2,,E,,7,29,22,7.5YR 4/1,7.5YR,4,1,29,,,
42,R5C2,,R,,29,29,0,,,,,29,,,
42,R5C3,,O,,0,5,5,,,,,6,,,
42,R5C3,,E,,5,6,1,,,,,6,,,
42,R5C3,,R,,6,6,0,,,,,6,,,
42,R5C4,,O,,0,2,2,,,,,23,,,
42,R5C4,,E,,2,4,2,,,,,23,,,
42,R5C4,,Bhs,,4,23,19,,,,,23,,,
42,R5C4,,R,,23,23,0,,,,,23,,,
42,R5C5,,O,,0,12,12,,,,,18,,,
42,R5C5,,E,,12,18,6,7.5YR 4/2,7.5YR,4,2,18,,,
42,R5C5,,R,,18,18,0,,,,,18,,,
42,R5C6,,O,,0,6,6,,,,,6,,,
42,R5C6,,R,,6,6,0,,,,,6,,,
42,R5C7,,O,,0,8,8,,,,,9,,,
42,R5C7,,E,,8,9,1,,,,,9,,,
42,R5C7,,R,,9,9,0,,,,,9,,,
42,R5C8,,O,,0,6,6,,,,,21,,,
42,R5C8,,E,,6,21,15,7.5YR 5/2,7.5YR,5,2,21,,,
42,R5C8,,R,,21,21,0,,,,,21,,,
42,R6C2,,O,,0,1,1,,,,,18,,,
42,R6C2,,E,,1,18,17,10YR 6/1,10YR,6,1,18,,,
42,R6C2,,R,,18,18,0,,,,,18,,,
42,R6C3,,O,,0,6,6,,,,,15,,,
42,R6C3,,E,,6,15,9,7.5YR 6/1,7.5YR,6,1,15,,,
42,R6C3,,R,,15,15,0,,,,,15,,,
42,R6C4,,O,,0,2,2,,,,,2,,,
42,R6C4,,R,,2,2,0,,,,,2,,,
42,R6C5,,O,,0,6,6,,,,,39,,,
42,R6C5,,Bhs,,6,15,9,,,,,39,,,
42,R6C5,,Bh,,15,27,12,10YR 2/2,10YR,2,2,39,,,
42,R6C5,,C,,27,39,12,,,,,39,,,
42,R6C5,,R,,39,39,0,,,,,39,,,
42,R6C6,,O,,0,3,3,,,,,3,,,
42,R6C6,,R,,3,3,0,,,,,3,,,
42,R6C7,,O,,0,9,9,,,,,54,,,
42,R6C7,,Bh,,9,18,9,10YR 3/3,10YR,3,3,54,,,
42,R6C7,,Bh,,18,27,9,10YR 2/1,10YR,2,1,54,,,
42,R6C7,,Bh,,27,39,12,7.5YR 3/1,7.5YR,3,1,54,,,
42,R6C7,,Bh,,39,54,15,10YR 2/1,10YR,2,1,54,,,
42,R6C7,,R,,54,54,0,,,,,54,,,
42,R6C8,,O,,0,3,3,,,,,43,,,
42,R6C8,,Bhs,,3,34,31,7.5YR 2.5/2,7.5YR,2.5,2,43,,,
42,R6C8,,Bhs,,34,43,9,7.5YR 3/2,7.5YR,3,2,43,,,
42,R6C8,,R,,43,43,0,,,,,43,,,
42,R7C3,,O,,0,3,3,,,,,37,,,
42,R7C3,,E,,3,10,7,7.5YR 5/2,7.5YR,5,2,37,,,
42,R7C3,,Bhs,,10,21,11,7.5YR 2.5/1,7.5YR,2.5,1,37,,,
42,R7C3,,Bh,,21,29,8,10YR 3/2,10YR,3,2,37,,,
42,R7C3,,C,,29,32,3,2.5Y 4/3,2.5Y,4,3,37,,,
42,R7C3,,C,,32,37,5,2.5Y 5/4,2.5Y,5,4,37,,,
42,R7C4,,O,,0,6,6,,,,,38,,,
42,R7C4,,E,,6,23,17,7.5YR 4/1,7.5YR,4,1,38,,,
42,R7C4,,Bhs,,23,35,12,7.5YR 3/1,7.5YR,3,1,38,,,
42,R7C4,,C,,35,38,3,,,,,38,,,
42,R7C5,,O,,0,4,4,,,,,26,,,
42,R7C5,,E,,4,10,6,7.5YR 4/1,7.5YR,4,1,26,,,
42,R7C5,,Bhs,,10,20,10,,,,,26,,,
42,R7C5,,Bh,,20,26,6,,,,,26,,,
42,R7C5,,R,,26,26,0,,,,,26,,,
42,R7C6,,O,,0,12,12,,,,,45,,,
42,R7C6,,Bhs,,12,18,6,7.5YR 2.5/1,7.5YR,2.5,1,45,,,
42,R7C6,,Bh,,18,45,27,10YR 3/3,10YR,3,3,45,,,
42,R7C7,,O,,0,4,4,,,,,11,,,
42,R7C7,,E,,4,11,7,7.5YR 4/2,7.5YR,4,2,11,,,
42,R7C7,,R,,11,11,0,,,,,11,,,
42,R7C8,,O,,0,9,9,,,,,24,,,
42,R7C8,,E,,9,16,7,,,,,24,,,
42,R7C8,,Bhs,,16,24,8,,,,,24,,,
42,R7C8,,R,,24,24,0,,,,,24,,,
42,R7C9,,O,,0,4,4,,,,,33,,,
42,R7C9,,E,,4,10,6,7.5YR 4/2,7.5YR,4,2,33,,,
42,R7C9,,Bhs,,10,15,5,7.5YR 3/1,7.5YR,3,1,33,,,
42,R7C9,,Bhs,,15,27,12,7.5YR 3/2,7.5YR,3,2,33,,,
42,R7C9,,Bhs,,27,33,6,10YR 2/2,10YR,2,2,33,,,
42,R7C9,,R,,33,33,0,,,,,33,,,
42,R8C3,,O,,0,2,2,,,,,20,,,
42,R8C3,,Bhs,,2,20,18,5YR 3/1,5YR,3,1,20,,,
42,R8C3,,R,,20,20,0,,,,,20,,,
42,R8C4,,O,,0,3,3,,,,,30,,,
42,R8C4,,Bhs,,3,15,12,,,,,30,,,
42,R8C4,,Bhs,,15,30,15,,,,,30,,,
42,R8C4,,R,,30,30,0,,,,,30,,,
42,R8C5,,O,,0,3,3,,,,,3,,,
42,R8C5,,R,,3,3,0,,,,,3,,,
42,R8C6,,O,,0,6,6,,,,,16,,,
42,R8C6,,Bhs,,6,16,10,,,,,16,,,
42,R8C6,,R,,16,16,0,,,,,16,,,
42,R8C7,,O,,0,2,2,,,,,32,,,
42,R8C7,,E,,2,8,6,7.5YR 4/1,7.5YR,4,1,32,,,
42,R8C7,,Bhs,,8,20,12,10YR 2/2,10YR,2,2,32,,,
42,R8C7,,Bhs,,20,32,12,10YR 2/1,10YR,2,1,32,,,
42,R8C8,,O,,0,5,5,,,,,38,,,
42,R8C8,,Bhs,,5,29,24,7.5YR 2.5/2,7.5YR,2.5,2,38,,,
42,R8C8,,C,,29,38,9,,,,,38,,,
42,R8C9,,O,,0,2,2,,,,,47,,,
42,R8C9,,Bh,,2,47,45,10YR 2/2,10YR,2,2,47,,,
42,R9C4,,O,,0,8,8,,,,,9,,,
42,R9C4,,E,,8,9,1,,,,,9,,,
42,R9C4,,R,,9,9,0,,,,,9,,,
42,R9C5,,O,,0,12,12,,,,,18,,,
42,R9C5,,E,,12,18,6,7.5YR 4/1,7.5YR,4,1,18,,,
42,R9C5,,R,,18,18,0,,,,,18,,,
42,R9C6,,O,,0,6,6,,,,,6,,,
42,R9C6,,R,,6,6,0,,,,,6,,,
42,R9C7,,O,,0,9,9,,,,,9,,,
42,R9C7,,R,,9,9,0,,,,,9,,,
42,R9C8,,O,,0,6,6,,,,,6,,,
42,R9C8,,R,,6,6,0,,,,,6,,,
42,R10C4,,O,,0,6,6,,,,,6,,,
42,R10C4,,R,,6,6,0,,,,,6,,,
42,R10C5,,O,,0,12,12,,,,,12,,,
42,R10C5,,R,,12,12,0,,,,,12,,,
42,R10C6,,O,,0,1,1,,,,,1,,,
42,R10C6,,R,,1,1,0,,,,,1,,,
42,R10C7,,O,,0,1,1,,,,,1,,,
42,R10C7,,R,,1,1,0,,,,,1,,,
42,R10C8,,O,,0,2,2,,,,,2,,,
42,R10C8,,R,,2,2,0,,,,,2,,,
42,R11C4,,O,,0,9,9,,,,,43,,,
42,R11C4,,E,,9,12,3,,,,,43,,,
42,R11C4,,Bhs,,12,39,27,7.5YR 3/2,7.5YR,3,2,43,,,
42,R11C4,,Bhs,,39,43,4,7.5YR 3/3,7.5YR,3,3,43,,,
42,R11C5,,R,,0,0,0,,,,,43,,,
42,R11C6,,O,,0,3,3,,,,,3,,,
42,R11C6,,R,,3,3,0,,,,,3,,,
42,R11C7,,R,,0,0,0,,,,,0,,,
42,R11C8,,O,,0,9,9,,,,,9,,,
42,R11C8,,R,,9,9,0,,,,,9,,,
42,R12C6,,O,,0,4,4,,,,,54,,,
42,R12C6,,Bhs,,4,22,18,7.5YR 2.5/2,7.5YR,2.5,2,54,,,
42,R12C6,,Bhs,,22,42,20,10YR 3/2,10YR,3,2,54,,,
42,R12C6,,C,,42,54,12,,,,,54,,,
42,R12C5,,O,,0,5,5,,,,,48,,,
42,R12C5,,Bhs,,5,23,18,,,,,48,,,
42,R12C5,,BC,,23,35,12,10YR 3/6,10YR,3,6,48,,,
42,R12C5,,BC,,35,48,13,10YR 3/4,10YR,3,4,48,,,
42,R12C7,,O,,0,3,3,,,,,39,,,
42,R12C7,,Bh,,3,18,15,10YR 2/2,10YR,2,2,39,,,
42,R12C7,,BC,,18,39,21,10YR 3/4,10YR,3,4,39,,,
42,R12C8,,O,,0,3,3,,,,,30,,,
42,R12C8,,E,,3,9,6,7.5YR 6/1,7.5YR,6,1,30,,,
42,R12C8,,Bhs,,9,21,12,7.5YR 2.5/2,7.5YR,2.5,2,30,,,
42,R12C8,,BC,,21,30,9,10YR 3/4,10YR,3,4,30,,,
42,R12C9,,O,,0,3,3,,,,,41,,,
42,R12C9,,Bhs,,3,5,2,7.5YR 2.5/2,7.5YR,2.5,2,41,,,
42,R12C9,,Bhs,,5,11,6,7.5YR 2.5/3,7.5YR,2.5,3,41,,,
42,R12C9,,BC,,11,17,6,10YR 3/4,10YR,3,4,41,,,
42,R12C9,,C,,17,41,24,,,,,41,,,
42,R12C10,,O,,0,3,3,,,,,69,,,
42,R12C10,,E,,3,7,4,7.5YR 6/2,7.5YR,6,2,69,,,
42,R12C10,,Bhs,,7,22,15,7.5YR 2.5/2,7.5YR,2.5,2,69,,,
42,R12C10,,Bh,,22,51,29,10YR 2/2,10YR,2,2,69,,,
42,R12C10,,C,,51,69,18,,,,,69,,,
42,R13C5,,O,,0,9,9,,,,,72,,,
42,R13C5,,Bhs,,9,24,15,7.5YR 3/1,7.5YR,3,1,72,,,
42,R13C5,,Bh,,24,39,15,10YR 3/2,10YR,3,2,72,,,
42,R13C5,,Bh,,39,72,33,10YR 3/3,10YR,3,3,72,,,
42,R13C6,,O,,0,6,6,,,,,37,,,
42,R13C6,,E,,6,9,3,7.5YR 5/1,7.5YR,5,1,37,,,
42,R13C6,,Bhs,,9,37,28,7.5YR 3/2,7.5YR,3,2,37,,,
42,R13C7,,O,,0,6,6,,,,"
",37,,,
42,R13C7,,E,,6,15,9,7.5YR 4/2,7.5YR,4,2,37,,,
42,R13C7,,Bhs,,15,28,13,7.5YR 2.5/2,7.5YR,2.5,2,37,,,
42,R13C7,,Bhs,,28,37,9,10YR 3/2,10YR,3,2,37,,,
42,R13C8,,O,,0,7,7,,,,,56,,,
42,R13C8,,Bhs,,7,21,14,7.5YR 2.5/2,7.5YR,2.5,2,56,,,
42,R13C8,,Bhs,,21,39,18,7.5YR 2.5/3,7.5YR,2.5,3,56,,,
42,R13C8,,Bh,,39,51,12,10YR 3/2,10YR,3,2,56,,,
42,R13C8,,C,,51,56,5,,,,,56,,,
42,R13C9,,O,,0,10,10,,,,,31,,,
42,R13C9,,E,,10,12,2,,,,,31,,,
42,R13C9,,Bhs,,12,20,8,7.5YR 3/3,7.5YR,3,3,31,,,
42,R13C9,,Bhs,,20,25,5,7.5YR 3/2,7.5YR,3,2,31,,,
42,R13C9,,C,,25,31,6,,,,,31,,,
42,R13C10,,O,,0,10,10,,,,,22,,,
42,R13C10,,E,,10,13,3,,,,,22,,,
42,R13C10,,Bhs,,13,22,9,7.5YR 3/3,7.5YR,3,3,22,,,
42,R13C10,,R,,22,22,0,,,,,22,,,
42,R14C5,,O,,0,7,7,,,,,77,,,
42,R14C5,,Bhs,,7,15,8,7.5YR 3/2,7.5YR,3,2,77,,,
42,R14C5,,Bh,,15,33,18,10YR 3/3,10YR,3,3,77,,,
42,R14C5,,Bh,,33,69,36,10YR 3/2,10YR,3,2,77,,,
42,R14C5,,C,,69,77,8,,,,,77,,,
42,R14C6,,O,,0,7,7,,,,,43,,,
42,R14C6,,Bhs,,7,8,1,7.5YR 3/1,7.5YR,3,1,43,,,
42,R14C6,,Bhs,,8,17,9,7.5YR 3/2,7.5YR,3,2,43,,,
42,R14C6,,Bh,,17,29,12,10YR 3/2,10YR,3,2,43,,,
42,R14C6,,Bh,,29,35,6,10YR 3/3,10YR,3,3,43,,,
42,R14C6,,C,,35,43,8,2.5Y 4/3,2.5Y,4,3,43,,,
42,R14C7,,O,,0,8,8,,,,,58,,,
42,R14C7,,Bhs,,8,14,6,7.5YR 3/2,7.5YR,3,2,58,,,
42,R14C7,,Bh,,14,27,13,10YR 3/3,10YR,3,3,58,,,
42,R14C7,,Bh,,27,49,22,2.5Y 3/2,2.5Y,3,2,58,,,
42,R14C7,,BC,,49,58,9,10YR 4/3,10YR,4,3,58,,,
42,R14C8,,O,,0,8,8,,,,,85,,,
42,R14C8,,Bhs,,8,24,16,7.5YR 2.5/1,7.5YR,2.5,1,85,,,
42,R14C8,,Bhs,,24,35,11,7.5YR 2.5/2,7.5YR,2.5,2,85,,,
42,R14C8,,Bh,,35,47,12,10YR 3/2,10YR,3,2,85,,,
42,R14C8,,Bh,,47,67,20,10YR 2/2,10YR,2,2,85,,,
42,R14C8,,BC,,67,85,18,10YR 3/4,10YR,3,4,85,,,
42,R14C9,,O,,0,10,10,,,,,53,,,
42,R14C9,,Bhs,,10,14,4,7.5YR 3/2,7.5YR,3,2,53,,,
42,R14C9,,Bhs,,14,37,23,7.5YR 3/3,7.5YR,3,3,53,,,
42,R14C9,,Bh,,37,53,16,10YR 3/3,10YR,3,3,53,,,
42,R14C10,,O,,0,6,6,,,,,35,,,
42,R14C10,,Bhs,,6,9,3,7.5YR 2/2,7.5YR,2,2,35,,,
42,R14C10,,Bhs,,9,19,10,7.5YR 3/4,7.5YR,3,4,35,,,
42,R14C10,,BC,,19,35,16,2.5Y 3/3,2.5Y,3,3,35,,,
42,R14C11,,O,,0,8,8,,,,,68,,,
42,R14C11,,Bhs,,8,11,3,7.5YR 3/1,7.5YR,3,1,68,,,
42,R14C11,,Bhs,,11,23,12,7.5YR 3/2,7.5YR,3,2,68,,,
42,R14C11,,Bh,,23,45,22,10YR 3/3,10YR,3,3,68,,,
42,R14C11,,C,,45,68,23,2.5Y 4/3,2.5Y,4,3,68,,,
42,R15C6,,O,,0,6,6,,,,,30,,,
42,R15C6,,Bhs,,6,15,9,7.5YR 3/4,7.5YR,3,4,30,,,
42,R15C6,,C,,15,30,15,,,,,30,,,
42,R15C7,,O,,0,4,4,,,,,24,,,
42,R15C7,,Bhs,,4,24,20,7.5YR 3/3,7.5YR,3,3,24,,,
42,R15C8,,O,,0,3,3,,,,,54,,,
42,R15C8,,E,,3,24,21,7.5YR 4/2,7.5YR,4,2,54,,,
42,R15C8,,C,,24,54,30,,,,,54,,,
42,R15C9,,O,,0,15,15,,,,,30,,,
42,R15C9,,Bhs,,15,30,15,7.5YR 2.5/2,7.5YR,2.5,2,30,,,
42,R15C9,,R,,30,30,0,,,,,30,,,
42,R15C10,,O,,0,5,5,,,,,33,,,
42,R15C10,,Bhs,,5,33,28,7.5YR 3/4,7.5YR,3,4,33,,,
42,R15C10,,R,,33,33,0,,,,,33,,,
42,R15C11,,O,,0,6,6,,,,,24,,,
42,R15C11,,Bhs,,6,24,18,10YR 3/2,10YR,3,2,24,,,
42,R15C11,,R,,24,24,0,,,,,24,,,
42,R15C12,,O,,0,6,6,,,,,51,,,
42,R15C12,,Bhs,,6,27,21,7.5YR 3/4,7.5YR,3,4,51,,,
42,R15C12,,C,,27,51,24,,,,,51,,,
42,R16C6,,O,,0,12,12,,,,,41,,,
42,R16C6,,Bh,,12,24,12,10YR 3/2,10YR,3,2,41,,,
42,R16C6,,Bh,,24,41,17,10YR 3/3,10YR,3,3,41,,,
42,R16C7,,O,,0,7,7,,,,,51,,,
42,R16C7,,A,,7,11,4,5YR 3/1,"5YR
",3,1,51,,,
42,R16C7,,Bhs,,11,18,7,5YR 2.5/1,"5YR
",2.5,1,51,,,
42,R16C7,,Bhs,,18,21,3,7.5YR 2.5/2,7.5YR,2.5,2,51,,,
42,R16C7,,Bh,,21,39,18,10YR 3/3,10YR,3,3,51,,,
42,R16C7,,Bh,,39,51,12,10YR 3/1,10YR,3,1,51,,,
42,R16C8,,O,,0,11,11,,,,,48,,,
42,R16C8,,Bhs,,11,14,3,7.5YR 2.5/1,7.5YR,2.5,1,48,,,
42,R16C8,,Bhs,,14,32,18,7.5YR 2.5/3,7.5YR,2.5,3,48,,,
42,R16C8,,Bh,,32,43,11,10YR 3/4,10YR,3,4,48,,,
42,R16C8,,C,,43,48,5,2.5Y 4/3,2.5Y,4,3,48,,,
42,R16C9,,O,,0,9,9,,,,,57,,,
42,R16C9,,E,,9,10,1,,,,,57,,,
42,R16C9,,Bhs,,10,14,4,7.5YR 2.5/3,7.5YR,2.5,3,57,,,
42,R16C9,,Bh,,14,54,40,10YR 3/3,10YR,3,3,57,,,
42,R16C9,,C,,54,57,3,2.5Y 4/3,2.5Y,4,3,57,,,
42,R16C10,,O,,0,10,10,,,,,64,,,
42,R16C10,,Bhs,,10,22,12,5YR 2.5/1,5YR,2.5,1,64,,,
42,R16C10,,Bh,,22,27,5,10YR 2/2,10YR,2,2,64,,,
42,R16C10,,Bh,,27,50,23,10YR 3/3,10YR,3,3,64,,,
42,R16C10,,BC,,50,64,14,10YR 4/3,10YR,4,3,64,,,
42,R16C11,,O,,0,9,9,,,,,39,,,
42,R16C11,,Bhs,,9,24,15,7.5YR 3/2,7.5YR,3,2,39,,,
42,R16C11,,Bh,,24,39,15,10YR 3/2,10YR,3,2,39,,,
42,R16C11,,R,,39,39,0,,,,,39,,,
42,R16C12,,O,,0,10,10,,,,,59,,,
42,R16C12,,E,,10,13,3,7.5YR 5/2,7.5YR,5,2,59,,,
42,R16C12,,Bhs,,13,25,12,7.5YR 2/2,7.5YR,2,2,59,,,
42,R16C12,,Bhs,,25,39,14,7.5YR 3/2,7.5YR,3,2,59,,,
42,R16C12,,Bhs,,39,50,11,7.5YR 3/3,7.5YR,3,3,59,,,
42,R16C12,,C,,50,59,9,2.5Y 4/3,2.5Y,4,3,59,,,
42,R16C13,,O,,0,9,9,,,,,42,,,
42,R16C13,,Bhs,,9,12,3,7.5YR 2.5/1,7.5YR,2.5,1,42,,,
42,R16C13,,Bh,,12,30,18,10YR 3/4,10YR,3,4,42,,,
42,R16C13,,Bh,,30,42,12,10YR 4/4,10YR,4,4,42,,,
42,R17C6,,O,,0,6,6,,,,,54,,,
42,R17C6,,E,,6,24,18,7.5YR 5/2,7.5YR,5,2,54,,,
42,R17C6,,C,,24,54,30,,,,,54,,,
42,R17C7,,O,,0,7,7,,,,,67,,,
42,R17C7,,Bhs,,7,13,6,10YR 3/2,10YR,3,2,67,,,
42,R17C7,,Bhs,,13,37,24,7.5YR 2.5/3,7.5YR,2.5,3,67,,,
42,R17C7,,C,,37,67,30,,,,,67,,,
42,R17C8,,O,,0,6,6,,,,,31,,,
42,R17C8,,Bhs,,6,21,15,7.5YR 3/4,7.5YR,3,4,31,,,
42,R17C8,,C,,21,31,10,,,,,31,,,
42,R17C9,,O,,0,8,8,,,,,59,,,
42,R17C9,,Bh,,8,20,12,10YR 3/3,10YR,3,3,59,,,
42,R17C9,,C,,20,59,39,,,,,59,,,
42,R17C10,,O,,0,8,8,,,,,8,,,
42,R17C10,,R,,8,8,0,,,,,8,,,
42,R17C11,,O,,0,12,12,,,,,12,,,
42,R17C11,,R,,12,12,0,,,,,12,,,
42,R17C12,,O,,0,18,18,,,,,52,,,
42,R17C12,,Bh,,18,34,16,10YR 3/3,10YR,3,3,52,,,
42,R17C12,,C,,34,52,18,,,,,52,,,
42,R17C13,,O,,0,8,8,,,,,26,,,
42,R17C13,,Bhs,,8,26,18,7.5YR 2.5/3,7.5YR,2.5,3,26,,,
42,R17C13,,R,,26,26,0,,,,,26,,,
42,R18C7,,O,,0,9,9,,,,,73,,,
42,R18C7,,Bh,,9,27,18,10YR 3/4,10YR,3,4,73,,,
42,R18C7,,Bh,,27,45,18,10YR 3/3,10YR,3,3,73,,,
42,R18C7,,C,,45,73,28,,,,,73,,,
42,R18C8,,O,,0,9,9,,,,,64,,,
42,R18C8,,Bhs,,9,24,15,7.5YR 2.5/3,7.5YR,2.5,3,64,,,
42,R18C8,,BC,,24,40,16,10YR 3/4,10YR,3,4,64,,,
42,R18C8,,C,,40,64,24,,,,,64,,,
42,R18C9,,O,,0,8,8,,,,,11,,,
42,R18C9,,Bh,,8,11,3,10YR 3/3,10YR,3,3,11,,,
42,R18C9,,R,,11,11,0,,,,,11,,,
42,R18C10,,O,,0,6,6,,,,,51,,,
42,R18C10,,Bhs,,6,24,18,7.5YR 2.5/3,7.5YR,2.5,3,51,,,
42,R18C10,,C,,24,51,27,,,,,51,,,
42,R18C11,,O,,0,6,6,,,,,51,,,
42,R18C11,,Bhs,,6,42,36,7.5YR 3/3,7.5YR,3,3,51,,,
42,R18C11,,C,,42,51,9,,,,,51,,,
42,R18C12,,O,,0,6,6,,,,,34,,,
42,R18C12,,Bhs,,6,15,9,10YR 3/4,10YR,3,4,34,,,
42,R18C12,,C,,15,34,19,,,,,34,,,
42,R18C13,,O,,0,8,8,,,,,65,,,
42,R18C13,,Bhs,,8,41,33,7.5YR 2.5/3,7.5YR,2.5,3,65,,,
42,R18C13,,C,,41,65,24,,,,,65,,,
42,R19C7,,O,,0,9,9,,,,,53,,,
42,R19C7,,Bhs,,9,12,3,7.5YR 2.5/2,7.5YR,2.5,2,53,,,
42,R19C7,,Bhs,,12,24,12,7.5YR 3/3,7.5YR,3,3,53,,,
42,R19C7,,BC,,24,39,15,2.5Y 3/3,2.5Y,3,3,53,,,
42,R19C7,,C,,39,53,14,2.5Y 4/3,2.5Y,4,3,53,,,
42,R19C8,,O,,0,8,8,,,,,31,,,
42,R19C8,,E,,8,21,13,7.5YR 5/2,7.5YR,5,2,31,,,
42,R19C8,,R,,21,21,0,,,,,31,,,
42,R19C8,,Bhs,,21,31,10,7.5YR 2.5/2,7.5YR,2.5,2,31,,,
42,R19C9,,O,,0,7,7,,,,,28,,,
42,R19C9,,E,,7,9,2,,,,,28,,,
42,R19C9,,Bhs,,9,12,3,7.5YR 2.5/2,7.5YR,2.5,2,28,,,
42,R19C9,,Bs,,12,17,5,7.5YR 4/4,7.5YR,4,4,28,,,
42,R19C9,,C,,17,23,6,2.5Y 4/3,2.5Y,4,3,28,,,
42,R19C9,,C,,23,28,5,2.5Y 5/3,2.5Y,5,3,28,,,
42,R19C10,,O,,0,9,9,,,,,64,,,
42,R19C10,,Bhs,,9,15,6,7.5YR 2.5/2,7.5YR,2.5,2,64,,,
42,R19C10,,Bs,,15,30,15,7.5YR 3/4,7.5YR,3,4,64,,,
42,R19C10,,Bh,,30,44,14,10YR 3/3,10YR,3,3,64,,,
42,R19C10,,BC,,44,58,14,10YR 4/3,10YR,4,3,64,,,
42,R19C10,,C,,58,64,6,2.5Y 4/3,2.5Y,4,3,64,,,
42,R19C11,,O,,0,12,12,,,,,55,,,
42,R19C11,,Bhs,,12,18,6,7.5YR 5/1,7.5YR,5,1,55,,,
42,R19C11,,Bhs,,18,28,10,7.5YR 3/1,7.5YR,3,1,55,,,
42,R19C11,,Bh,,28,52,24,10YR 3/2,10YR,3,2,55,,,
42,R19C11,,Bh,,52,55,3,10YR 3/3,10YR,3,3,55,,,
42,R19C12,,O,,0,12,12,,,,,44,,,
42,R19C12,,Bh,,12,24,12,10YR 3/2,10YR,3,2,44,,,
42,R19C12,,Bh,,24,44,20,10YR 2/2,10YR,2,2,44,,,
42,R19C13,,O,,0,8,8,,,,,47,,,
42,R19C13,,E,,8,15,7,7.5YR 5/2,7.5YR,5,2,47,,,
42,R19C13,,Bhs,,15,29,14,7.5YR 2.5/1,7.5YR,2.5,1,47,,,
42,R19C13,,Bs,,29,35,6,7.5YR 3/4,7.5YR,3,4,47,,,
42,R19C13,,Bhs,,35,47,12,7.5YR 3/2,7.5YR,3,2,47,,,
42,R19C14,,O,,0,16,16,,,,,34,,,
42,R19C14,,Bhs,,16,34,18,7.5YR 3/3,7.5YR,3,3,34,,,
42,R19C14,,R,,34,34,0,,,,,34,,,
42,R20C7,,O,,0,9,9,,,,,75,,,
42,R20C7,,Bhs,,9,24,15,10YR 2/2,10YR,2,2,75,,,
42,R20C7,,Bhs,,24,37,13,7.5YR 2.5/3,7.5YR,2.5,3,75,,,
42,R20C7,,Bh,,37,75,38,10YR 3/2,10YR,3,2,75,,,
42,R20C8,,O,,0,9,9,,,,,35,,,
42,R20C8,,Bhs,,9,23,14,7.5YR 3/3,7.5YR,3,3,35,,,
42,R20C8,,Bhs,,23,35,12,7.5YR 2.5/2,7.5YR,2.5,2,35,,,
42,R20C9,,O,,0,8,8,,,,,44,,,
42,R20C9,,Bhs,,8,20,12,7.5YR 2.5/3,7.5YR,2.5,3,44,,,
42,R20C9,,C,,20,44,24,,,,,44,,,
42,R20C10,,O,,0,6,6,,,,,18,,,
42,R20C10,,Bh,,6,18,12,10YR 3/4,10YR,3,4,18,,,
42,R20C10,,R,,18,18,0,,,,,18,,,
42,R20C11,,O,,0,6,6,,,,,72,,,
42,R20C11,,Bhs,,6,21,15,7.5YR 3/2,7.5YR,3,2,72,,,
42,R20C11,,Bhs,,21,45,24,7.5YR 3/3,7.5YR,3,3,72,,,
42,R20C11,,C,,45,72,27,,,,,72,,,
42,R20C12,,O,,0,9,9,,,,,32,,,
42,R20C12,,Bhs,,9,20,11,10YR 2/2,10YR,2,2,32,,,
42,R20C12,,BC,,20,32,12,10YR 4/3,10YR,4,3,32,,,
42,R20C13,,O,,0,4,4,,,,,19,,,
42,R20C13,,E,,4,10,6,7.5YR 4/1,7.5YR,4,1,19,,,
42,R20C13,,Bhs,,10,19,9,7.5YR 3/3,7.5YR,3,3,19,,,
42,R20C13,,R,,19,19,0,,,,,19,,,
42,R20C14,,O,,0,9,9,,,,,9,,,
42,R20C14,,R,,9,9,0,,,,,9,,,
,,,,,,18.67610063,,,,,,,,,
